Cidade;Unidade;Ano;Mês;Quantidade;;
Uberlândia;Diviso de Transportes;2023;Dezembro;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Janeiro;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Fevereiro;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Março;3;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Abril;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Maio;2;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Junho;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Julho;4;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Agosto;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Setembro;2;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Outubro;2;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Novembro;0;;
Uberlândia;Diviso de Vigilância e Segurança Patrimonial;2023;Dezembro;0;;
Uberlândia;Diviso Financeira;2023;Janeiro;0;;
Uberlândia;Diviso Financeira;2023;Fevereiro;0;;
Uberlândia;Diviso Financeira;2023;Março;0;;
Uberlândia;Diviso Financeira;2023;Abril;2;;
Uberlândia;Diviso Financeira;2023;Maio;0;;
Uberlândia;Diviso Financeira;2023;Junho;0;;
Uberlândia;Diviso Financeira;2023;Julho;0;;
Uberlândia;Diviso Financeira;2023;Agosto;0;;
Uberlândia;Diviso Financeira;2023;Setembro;0;;
Uberlândia;Diviso Financeira;2023;Outubro;3;;
Uberlândia;Diviso Financeira;2023;Novembro;0;;
Uberlândia;Diviso Financeira;2023;Dezembro;0;;
Uberlândia;Editora da UFU;2023;Janeiro;0;;
Uberlândia;Editora da UFU;2023;Fevereiro;2;;
Uberlândia;Editora da UFU;2023;Março;0;;
Uberlândia;Editora da UFU;2023;Abril;0;;
Uberlândia;Editora da UFU;2023;Maio;4;;
Uberlândia;Editora da UFU;2023;Junho;0;;
Uberlândia;Editora da UFU;2023;Julho;0;;
Uberlândia;Editora da UFU;2023;Agosto;0;;
Uberlândia;Editora da UFU;2023;Setembro;0;;
Uberlândia;Editora da UFU;2023;Outubro;0;;
Uberlândia;Editora da UFU;2023;Novembro;0;;
Uberlândia;Editora da UFU;2023;Dezembro;0;;
Uberlândia;Escola de Educaço Básica;2023;Janeiro;0;;
Uberlândia;Escola de Educaço Básica;2023;Fevereiro;0;;
Uberlândia;Escola de Educaço Básica;2023;Março;0;;
Uberlândia;Escola de Educaço Básica;2023;Abril;0;;
Uberlândia;Escola de Educaço Básica;2023;Maio;4;;
Uberlândia;Escola de Educaço Básica;2023;Junho;0;;
Uberlândia;Escola de Educaço Básica;2023;Julho;0;;
Uberlândia;Escola de Educaço Básica;2023;Agosto;0;;
Uberlândia;Escola de Educaço Básica;2023;Setembro;3;;
Uberlândia;Escola de Educaço Básica;2023;Outubro;0;;
Uberlândia;Escola de Educaço Básica;2023;Novembro;2;;
Uberlândia;Escola de Educaço Básica;2023;Dezembro;0;;
Uberlândia;Escola Técnica de Saúde;2023;Janeiro;0;;
Uberlândia;Escola Técnica de Saúde;2023;Fevereiro;0;;
Uberlândia;Escola Técnica de Saúde;2023;Março;0;;
Uberlândia;Escola Técnica de Saúde;2023;Abril;9;;
Uberlândia;Escola Técnica de Saúde;2023;Maio;5;;
Uberlândia;Escola Técnica de Saúde;2023;Junho;0;;
Uberlândia;Escola Técnica de Saúde;2023;Julho;0;;
Uberlândia;Escola Técnica de Saúde;2023;Agosto;3;;
Uberlândia;Escola Técnica de Saúde;2023;Setembro;0;;
Uberlândia;Escola Técnica de Saúde;2023;Outubro;40;;
Uberlândia;Escola Técnica de Saúde;2023;Novembro;0;;
Uberlândia;Escola Técnica de Saúde;2023;Dezembro;0;;
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Janeiro;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Fevereiro;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Março;5
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Abril;10
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Maio;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Junho;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Julho;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Agosto;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Setembro;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Outubro;12
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Novembro;0
Uberlândia;Faculdade de Administraço; Ciências Contábeis; Engenharia de Produço e Serviço Social;2023;Dezembro;0
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Janeiro;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Fevereiro;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Março;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Abril;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Maio;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Junho;10;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Julho;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Agosto;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Setembro;10;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Outubro;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Novembro;0;;
Uberlândia;Faculdade de Arquitetura e Urbanismo e Design;2023;Dezembro;0;;
Uberlândia;Faculdade de Computaço;2023;Janeiro;10;;
Uberlândia;Faculdade de Computaço;2023;Fevereiro;10;;
Uberlândia;Faculdade de Computaço;2023;Março;0;;
Uberlândia;Faculdade de Computaço;2023;Abril;0;;
Uberlândia;Faculdade de Computaço;2023;Maio;0;;
Uberlândia;Faculdade de Computaço;2023;Junho;0;;
Uberlândia;Faculdade de Computaço;2023;Julho;0;;
Uberlândia;Faculdade de Computaço;2023;Agosto;0;;
Uberlândia;Faculdade de Computaço;2023;Setembro;0;;
Uberlândia;Faculdade de Computaço;2023;Outubro;8;;
Uberlândia;Faculdade de Computaço;2023;Novembro;3;;
Uberlândia;Faculdade de Computaço;2023;Dezembro;0;;
Uberlândia;Faculdade de Educaço;2023;Janeiro;0;;
Uberlândia;Faculdade de Educaço;2023;Fevereiro;0;;
Uberlândia;Faculdade de Educaço;2023;Março;2;;
Uberlândia;Faculdade de Educaço;2023;Abril;0;;
Uberlândia;Faculdade de Educaço;2023;Maio;0;;
Uberlândia;Faculdade de Educaço;2023;Junho;0;;
Uberlândia;Faculdade de Educaço;2023;Julho;0;;
Uberlândia;Faculdade de Educaço;2023;Agosto;0;;
Uberlândia;Faculdade de Educaço;2023;Setembro;0;;
Uberlândia;Faculdade de Educaço;2023;Outubro;0;;
Uberlândia;Faculdade de Educaço;2023;Novembro;0;;
Uberlândia;Faculdade de Educaço;2023;Dezembro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Janeiro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Fevereiro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Março;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Abril;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Maio;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Junho;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Julho;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Agosto;5;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Setembro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Outubro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Novembro;0;;
Uberlândia;Faculdade de Educaço Física e Fisioterapia;2023;Dezembro;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Janeiro;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Fevereiro;10;;
Uberlândia;Faculdade de Engenharia Civil;2023;Março;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Abril;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Maio;10;;
Uberlândia;Faculdade de Engenharia Civil;2023;Junho;10;;
Uberlândia;Faculdade de Engenharia Civil;2023;Julho;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Agosto;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Setembro;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Outubro;0;;
Uberlândia;Faculdade de Engenharia Civil;2023;Novembro;24;;
Uberlândia;Faculdade de Engenharia Civil;2023;Dezembro;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Janeiro;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Fevereiro;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Março;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Abril;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Maio;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Junho;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Julho;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Agosto;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Setembro;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Outubro;20;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Novembro;0;;
Uberlândia;Faculdade de Engenharia Elétrica;2023;Dezembro;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Janeiro;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Fevereiro;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Março;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Abril;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Maio;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Junho;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Julho;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Agosto;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Setembro;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Outubro;15;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Novembro;0;;
Uberlândia;Faculdade de Engenharia Mecânica;2023;Dezembro;10;;
Uberlândia;Faculdade de Engenharia Química;2023;Janeiro;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Fevereiro;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Março;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Abril;7;;
Uberlândia;Faculdade de Engenharia Química;2023;Maio;2;;
Uberlândia;Faculdade de Engenharia Química;2023;Junho;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Julho;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Agosto;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Setembro;0;;
Uberlândia;Faculdade de Engenharia Química;2023;Outubro;30;;
Uberlândia;Faculdade de Engenharia Química;2023;Novembro;10;;
Uberlândia;Faculdade de Engenharia Química;2023;Dezembro;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Janeiro;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Fevereiro;10;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Março;10;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Abril;4;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Maio;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Junho;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Julho;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Agosto;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Setembro;10;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Outubro;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Novembro;0;;
Uberlândia;Faculdade de Gesto e Negócios;2023;Dezembro;0;;
Uberlândia;Faculdade de Matemática;2023;Janeiro;0;;
Uberlândia;Faculdade de Matemática;2023;Fevereiro;0;;
Uberlândia;Faculdade de Matemática;2023;Março;2;;
Uberlândia;Faculdade de Matemática;2023;Abril;0;;
Uberlândia;Faculdade de Matemática;2023;Maio;0;;
Uberlândia;Faculdade de Matemática;2023;Junho;0;;
Uberlândia;Faculdade de Matemática;2023;Julho;0;;
Uberlândia;Faculdade de Matemática;2023;Agosto;0;;
Uberlândia;Faculdade de Matemática;2023;Setembro;0;;
Uberlândia;Faculdade de Matemática;2023;Outubro;0;;
Uberlândia;Faculdade de Matemática;2023;Novembro;0;;
Uberlândia;Faculdade de Matemática;2023;Dezembro;0;;
Uberlândia;Faculdade de Medicina;2023;Janeiro;0;;
Uberlândia;Faculdade de Medicina;2023;Fevereiro;0;;
Uberlândia;Faculdade de Medicina;2023;Março;3;;
Uberlândia;Faculdade de Medicina;2023;Abril;0;;
Uberlândia;Faculdade de Medicina;2023;Maio;0;;
Uberlândia;Faculdade de Medicina;2023;Junho;0;;
Uberlândia;Faculdade de Medicina;2023;Julho;0;;
Uberlândia;Faculdade de Medicina;2023;Agosto;0;;
Uberlândia;Faculdade de Medicina;2023;Setembro;0;;
Uberlândia;Faculdade de Medicina;2023;Outubro;0;;
Uberlândia;Faculdade de Medicina;2023;Novembro;0;;
Uberlândia;Faculdade de Medicina;2023;Dezembro;0;;
Uberlândia;Gabinete do Reitor;2023;Janeiro;40;;
Uberlândia;Gabinete do Reitor;2023;Fevereiro;0;;
Uberlândia;Gabinete do Reitor;2023;Março;10;;
Uberlândia;Gabinete do Reitor;2023;Abril;6;;
Uberlândia;Gabinete do Reitor;2023;Maio;10;;
Uberlândia;Gabinete do Reitor;2023;Junho;30;;
Uberlândia;Gabinete do Reitor;2023;Julho;0;;
Uberlândia;Gabinete do Reitor;2023;Agosto;10;;
Uberlândia;Gabinete do Reitor;2023;Setembro;0;;
Uberlândia;Gabinete do Reitor;2023;Outubro;10;;
Uberlândia;Gabinete do Reitor;2023;Novembro;11;;
Uberlândia;Gabinete do Reitor;2023;Dezembro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Janeiro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Fevereiro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Março;1;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Abril;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Maio;10;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Junho;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Julho;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Agosto;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Setembro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Outubro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Novembro;0;;
Uberlândia;Graduaço em Nutriço: Bacharelado - Integral;2023;Dezembro;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Janeiro;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Fevereiro;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Março;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Abril;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Maio;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Junho;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Julho;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Agosto;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Setembro;20;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Outubro;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Novembro;0;;
Uberlândia;Hospital Odontológico - Diretoria Geral;2023;Dezembro;0;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Janeiro;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Fevereiro;0;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Março;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Abril;40;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Maio;30;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Junho;10;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Julho;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Agosto;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Setembro;40;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Outubro;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Novembro;20;;
Uberlândia;Hospital Veterinário - Diretoria Geral;2023;Dezembro;0;;
Uberlândia;Instituto de Artes;2023;Janeiro;0;;
Uberlândia;Instituto de Artes;2023;Fevereiro;0;;
Uberlândia;Instituto de Artes;2023;Março;0;;
Uberlândia;Instituto de Artes;2023;Abril;2;;
Uberlândia;Instituto de Artes;2023;Maio;0;;
Uberlândia;Instituto de Artes;2023;Junho;0;;
Uberlândia;Instituto de Artes;2023;Julho;0;;
Uberlândia;Instituto de Artes;2023;Agosto;0;;
Uberlândia;Instituto de Artes;2023;Setembro;0;;
Uberlândia;Instituto de Artes;2023;Outubro;0;;
Uberlândia;Instituto de Artes;2023;Novembro;0;;
Uberlândia;Instituto de Artes;2023;Dezembro;0;;
Uberlândia;Instituto de Biologia;2023;Janeiro;0;;
Uberlândia;Instituto de Biologia;2023;Fevereiro;0;;
Uberlândia;Instituto de Biologia;2023;Março;0;;
Uberlândia;Instituto de Biologia;2023;Abril;0;;
Uberlândia;Instituto de Biologia;2023;Maio;0;;
Uberlândia;Instituto de Biologia;2023;Junho;15;;
Uberlândia;Instituto de Biologia;2023;Julho;0;;
Uberlândia;Instituto de Biologia;2023;Agosto;0;;
Uberlândia;Instituto de Biologia;2023;Setembro;0;;
Uberlândia;Instituto de Biologia;2023;Outubro;5;;
Uberlândia;Instituto de Biologia;2023;Novembro;10;;
Uberlândia;Instituto de Biologia;2023;Dezembro;0;;
Uberlândia;Instituto de Biotecnologia;2023;Janeiro;0;;
Uberlândia;Instituto de Biotecnologia;2023;Fevereiro;0;;
Uberlândia;Instituto de Biotecnologia;2023;Março;0;;
Uberlândia;Instituto de Biotecnologia;2023;Abril;0;;
Uberlândia;Instituto de Biotecnologia;2023;Maio;12;;
Uberlândia;Instituto de Biotecnologia;2023;Junho;0;;
Uberlândia;Instituto de Biotecnologia;2023;Julho;0;;
Uberlândia;Instituto de Biotecnologia;2023;Agosto;10;;
Uberlândia;Instituto de Biotecnologia;2023;Setembro;21;;
Uberlândia;Instituto de Biotecnologia;2023;Outubro;0;;
Uberlândia;Instituto de Biotecnologia;2023;Novembro;0;;
Uberlândia;Instituto de Biotecnologia;2023;Dezembro;0;;
Uberlândia;Instituto de Ciências Agrárias;2023;Janeiro;0;;
Uberlândia;Instituto de Ciências Agrárias;2023;Fevereiro;0;;
Uberlândia;Instituto de Ciências Agrárias;2023;Março;2;;
Uberlândia;Instituto de Ciências Agrárias;2023;Abril;24;;
Uberlândia;Instituto de Ciências Agrárias;2023;Maio;5;;
Uberlândia;Instituto de Ciências Agrárias;2023;Junho;3;;
Uberlândia;Instituto de Ciências Agrárias;2023;Julho;0;;
Uberlândia;Instituto de Ciências Agrárias;2023;Agosto;15;;
Uberlândia;Instituto de Ciências Agrárias;2023;Setembro;0;;
Uberlândia;Instituto de Ciências Agrárias;2023;Outubro;22;;
Uberlândia;Instituto de Ciências Agrárias;2023;Novembro;1;;
Uberlândia;Instituto de Ciências Agrárias;2023;Dezembro;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Janeiro;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Fevereiro;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Março;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Abril;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Maio;6;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Junho;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Julho;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Agosto;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Setembro;10;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Outubro;0;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Novembro;40;;
Uberlândia;Instituto de Ciências Biomédicas;2023;Dezembro;20;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Janeiro;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Fevereiro;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Março;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Abril;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Maio;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Junho;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Julho;20;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Agosto;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Setembro;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Outubro;20;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Novembro;0;;
Ituiutaba;Instituto de Ciências Exatas e Naturais do Pontal;2023;Dezembro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Janeiro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Fevereiro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Março;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Abril;10;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Maio;20;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Junho;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Julho;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Agosto;10;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Setembro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Outubro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Novembro;0;;
Ituiutaba;Instituto de Ciências Humanas do Pontal;2023;Dezembro;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Janeiro;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Fevereiro;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Março;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Abril;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Maio;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Junho;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Julho;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Agosto;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Setembro;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Outubro;0;;
Uberlândia;Instituto de Ciências Sociais;2023;Novembro;6;;
Uberlândia;Instituto de Ciências Sociais;2023;Dezembro;0;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Janeiro;20;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Fevereiro;0;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Março;20;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Abril;0;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Maio;15;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Junho;30;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Julho;0;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Agosto;10;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Setembro;0;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Outubro;20;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Novembro;15;;
Uberlândia;Instituto de Economia e Relaçġes Internacionais;2023;Dezembro;0;;
Uberlândia;Instituto de Geografia;2023;Janeiro;0;;
Uberlândia;Instituto de Geografia;2023;Fevereiro;10;;
Uberlândia;Instituto de Geografia;2023;Março;0;;
Uberlândia;Instituto de Geografia;2023;Abril;0;;
Uberlândia;Instituto de Geografia;2023;Maio;0;;
Uberlândia;Instituto de Geografia;2023;Junho;0;;
Uberlândia;Instituto de Geografia;2023;Julho;0;;
Uberlândia;Instituto de Geografia;2023;Agosto;0;;
Uberlândia;Instituto de Geografia;2023;Setembro;0;;
Uberlândia;Instituto de Geografia;2023;Outubro;0;;
Uberlândia;Instituto de Geografia;2023;Novembro;0;;
Uberlândia;Instituto de Geografia;2023;Dezembro;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Janeiro;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Fevereiro;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Março;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Abril;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Maio;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Junho;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Julho;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Agosto;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Setembro;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Outubro;0;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Novembro;1;;
Uberlândia;Laboratório de Alergia e Imunologia Clínica/IMUNO;2023;Dezembro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Janeiro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Fevereiro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Março;4;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Abril;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Maio;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Junho;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Julho;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Agosto;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Setembro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Outubro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Novembro;0;;
Uberlândia;Laboratório de Análises de Alimentos;2023;Dezembro;0;;
Uberlândia;"Laboratório de Imunoparasitologia  ""Dr. Mário E. Camargo""/IMUNO";2023;Janeiro;0;;
