Cidade;Unidade;Ano;Mês;Quantidade;;
Uberlândia;Curso de Engenharia Civil;2023;Novembro;0;;
Uberlândia;Curso de Engenharia Civil;2023;Dezembro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Janeiro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Fevereiro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Março;4;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Abril;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Maio;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Junho;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Julho;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Agosto;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Setembro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Outubro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Novembro;0;;
Uberlândia;Curso de Licenciatura Plena em Letras Português e Literatura da Língua Portuguesa-Diurno;2023;Dezembro;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Janeiro;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Fevereiro;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Março;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Abril;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Maio;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Junho;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Julho;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Agosto;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Setembro;4;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Outubro;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Novembro;0;;
Uberlândia;Curso de Mestrado Acadêmico em Ciências da Saúde;2023;Dezembro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Janeiro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Fevereiro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Março;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Abril;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Maio;2;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Junho;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Julho;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Agosto;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Setembro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Outubro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Novembro;0;;
Uberlândia;Cursos de Mestrado e Doutorado em Ciências da Saúde - Acadêmico;2023;Dezembro;0;;
Uberlândia;Departamento de Clínica Médica;2023;Janeiro;0;;
Uberlândia;Departamento de Clínica Médica;2023;Fevereiro;3;;
Uberlândia;Departamento de Clínica Médica;2023;Março;4;;
Uberlândia;Departamento de Clínica Médica;2023;Abril;0;;
Uberlândia;Departamento de Clínica Médica;2023;Maio;2;;
Uberlândia;Departamento de Clínica Médica;2023;Junho;10;;
Uberlândia;Departamento de Clínica Médica;2023;Julho;0;;
Uberlândia;Departamento de Clínica Médica;2023;Agosto;0;;
Uberlândia;Departamento de Clínica Médica;2023;Setembro;0;;
Uberlândia;Departamento de Clínica Médica;2023;Outubro;3;;
Uberlândia;Departamento de Clínica Médica;2023;Novembro;0;;
Uberlândia;Departamento de Clínica Médica;2023;Dezembro;4;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Janeiro;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Fevereiro;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Março;2;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Abril;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Maio;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Junho;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Julho;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Agosto;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Setembro;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Outubro;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Novembro;0;;
Uberlândia;Departamento de Ginecologia e Obstetrícia;2023;Dezembro;0;;
Uberlândia;Departamento de Pediatria;2023;Janeiro;2;;
Uberlândia;Departamento de Pediatria;2023;Fevereiro;0;;
Uberlândia;Departamento de Pediatria;2023;Março;0;;
Uberlândia;Departamento de Pediatria;2023;Abril;0;;
Uberlândia;Departamento de Pediatria;2023;Maio;0;;
Uberlândia;Departamento de Pediatria;2023;Junho;0;;
Uberlândia;Departamento de Pediatria;2023;Julho;0;;
Uberlândia;Departamento de Pediatria;2023;Agosto;0;;
Uberlândia;Departamento de Pediatria;2023;Setembro;0;;
Uberlândia;Departamento de Pediatria;2023;Outubro;0;;
Uberlândia;Departamento de Pediatria;2023;Novembro;0;;
Uberlândia;Departamento de Pediatria;2023;Dezembro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Janeiro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Fevereiro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Março;10;;
Uberlândia;Departamento de Saúde Coletiva;2023;Abril;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Maio;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Junho;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Julho;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Agosto;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Setembro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Outubro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Novembro;0;;
Uberlândia;Departamento de Saúde Coletiva;2023;Dezembro;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Janeiro;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Fevereiro;6;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Março;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Abril;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Maio;6;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Junho;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Julho;6;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Agosto;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Setembro;0;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Outubro;6;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Novembro;6;;
Uberlândia;Diretoria de Administraço de Materiais;2023;Dezembro;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Janeiro;5;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Fevereiro;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Março;10;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Abril;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Maio;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Junho;3;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Julho;10;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Agosto;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Setembro;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Outubro;5;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Novembro;0;;
Uberlândia;Diretoria de Administraço de Pessoal;2023;Dezembro;0;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Janeiro;4;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Fevereiro;0;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Março;0;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Abril;3;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Maio;0;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Junho;3;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Julho;2;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Agosto;3;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Setembro;3;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Outubro;0;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Novembro;4;;
Uberlândia;Diretoria de Compras e Licitaçġes;2023;Dezembro;0;;
Uberlândia;Diretoria de Ensino;2023;Janeiro;10;;
Uberlândia;Diretoria de Ensino;2023;Fevereiro;0;;
Uberlândia;Diretoria de Ensino;2023;Março;0;;
Uberlândia;Diretoria de Ensino;2023;Abril;0;;
Uberlândia;Diretoria de Ensino;2023;Maio;0;;
Uberlândia;Diretoria de Ensino;2023;Junho;0;;
Uberlândia;Diretoria de Ensino;2023;Julho;0;;
Uberlândia;Diretoria de Ensino;2023;Agosto;0;;
Uberlândia;Diretoria de Ensino;2023;Setembro;0;;
Uberlândia;Diretoria de Ensino;2023;Outubro;0;;
Uberlândia;Diretoria de Ensino;2023;Novembro;0;;
Uberlândia;Diretoria de Ensino;2023;Dezembro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Janeiro;1;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Fevereiro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Março;1;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Abril;3;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Maio;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Junho;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Julho;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Agosto;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Setembro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Outubro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Novembro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Animal;2023;Dezembro;0;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Janeiro;2;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Fevereiro;2;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Março;0;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Abril;1;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Maio;1;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Junho;5;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Julho;2;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Agosto;5;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Setembro;2;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Outubro;1;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Novembro;9;;
Uberlândia;Diretoria de Experimentaço e Produço Vegetal;2023;Dezembro;0;;
Uberlândia;Diretoria de Planejamento;2023;Janeiro;5;;
Uberlândia;Diretoria de Planejamento;2023;Fevereiro;0;;
Uberlândia;Diretoria de Planejamento;2023;Março;0;;
Uberlândia;Diretoria de Planejamento;2023;Abril;0;;
Uberlândia;Diretoria de Planejamento;2023;Maio;0;;
Uberlândia;Diretoria de Planejamento;2023;Junho;0;;
Uberlândia;Diretoria de Planejamento;2023;Julho;0;;
Uberlândia;Diretoria de Planejamento;2023;Agosto;0;;
Uberlândia;Diretoria de Planejamento;2023;Setembro;0;;
Uberlândia;Diretoria de Planejamento;2023;Outubro;4;;
Uberlândia;Diretoria de Planejamento;2023;Novembro;0;;
Uberlândia;Diretoria de Planejamento;2023;Dezembro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Janeiro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Fevereiro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Março;8;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Abril;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Maio;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Junho;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Julho;10;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Agosto;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Setembro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Outubro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Novembro;0;;
Uberlândia;Diretoria de Pós-Graduaço;2023;Dezembro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Janeiro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Fevereiro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Março;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Abril;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Maio;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Junho;780;;
Uberlândia;Diretoria de Processos Seletivos;2023;Julho;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Agosto;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Setembro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Outubro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Novembro;0;;
Uberlândia;Diretoria de Processos Seletivos;2023;Dezembro;10;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Janeiro;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Fevereiro;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Março;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Abril;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Maio;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Junho;10;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Julho;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Agosto;5;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Setembro;10;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Outubro;0;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Novembro;10;;
Uberlândia;Diretoria de Qualidade de Vida e Saúde do Servidor;2023;Dezembro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Janeiro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Fevereiro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Março;3;;
Uberlândia;Diretoria de Sustentabilidade;2023;Abril;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Maio;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Junho;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Julho;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Agosto;3;;
Uberlândia;Diretoria de Sustentabilidade;2023;Setembro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Outubro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Novembro;0;;
Uberlândia;Diretoria de Sustentabilidade;2023;Dezembro;0;;
Uberlândia;Diviso de Administraço;2023;Janeiro;0;;
Uberlândia;Diviso de Administraço;2023;Fevereiro;0;;
Uberlândia;Diviso de Administraço;2023;Março;5;;
Uberlândia;Diviso de Administraço;2023;Abril;0;;
Uberlândia;Diviso de Administraço;2023;Maio;0;;
Uberlândia;Diviso de Administraço;2023;Junho;5;;
Uberlândia;Diviso de Administraço;2023;Julho;0;;
Uberlândia;Diviso de Administraço;2023;Agosto;5;;
Uberlândia;Diviso de Administraço;2023;Setembro;5;;
Uberlândia;Diviso de Administraço;2023;Outubro;5;;
Uberlândia;Diviso de Administraço;2023;Novembro;5;;
Uberlândia;Diviso de Administraço;2023;Dezembro;5;;
Uberlândia;Diviso de Almoxarifado;2023;Janeiro;0;;
Uberlândia;Diviso de Almoxarifado;2023;Fevereiro;0;;
Uberlândia;Diviso de Almoxarifado;2023;Março;1;;
Uberlândia;Diviso de Almoxarifado;2023;Abril;0;;
Uberlândia;Diviso de Almoxarifado;2023;Maio;0;;
Uberlândia;Diviso de Almoxarifado;2023;Junho;0;;
Uberlândia;Diviso de Almoxarifado;2023;Julho;0;;
Uberlândia;Diviso de Almoxarifado;2023;Agosto;0;;
Uberlândia;Diviso de Almoxarifado;2023;Setembro;10;;
Uberlândia;Diviso de Almoxarifado;2023;Outubro;0;;
Uberlândia;Diviso de Almoxarifado;2023;Novembro;10;;
Uberlândia;Diviso de Almoxarifado;2023;Dezembro;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Janeiro;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Fevereiro;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Março;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Abril;10;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Maio;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Junho;6;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Julho;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Agosto;5;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Setembro;5;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Outubro;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Novembro;0;;
Uberlândia;Diviso de Assuntos Educacionais;2023;Dezembro;0;;
Uberlândia;Diviso de Contabilidade;2023;Janeiro;0;;
Uberlândia;Diviso de Contabilidade;2023;Fevereiro;0;;
Uberlândia;Diviso de Contabilidade;2023;Março;0;;
Uberlândia;Diviso de Contabilidade;2023;Abril;0;;
Uberlândia;Diviso de Contabilidade;2023;Maio;0;;
Uberlândia;Diviso de Contabilidade;2023;Junho;0;;
Uberlândia;Diviso de Contabilidade;2023;Julho;0;;
Uberlândia;Diviso de Contabilidade;2023;Agosto;0;;
Uberlândia;Diviso de Contabilidade;2023;Setembro;0;;
Uberlândia;Diviso de Contabilidade;2023;Outubro;3;;
Uberlândia;Diviso de Contabilidade;2023;Novembro;0;;
Uberlândia;Diviso de Contabilidade;2023;Dezembro;0;;
Uberlândia;Diviso de Contratos;2023;Janeiro;0;;
Uberlândia;Diviso de Contratos;2023;Fevereiro;0;;
Uberlândia;Diviso de Contratos;2023;Março;0;;
Uberlândia;Diviso de Contratos;2023;Abril;0;;
Uberlândia;Diviso de Contratos;2023;Maio;10;;
Uberlândia;Diviso de Contratos;2023;Junho;0;;
Uberlândia;Diviso de Contratos;2023;Julho;0;;
Uberlândia;Diviso de Contratos;2023;Agosto;0;;
Uberlândia;Diviso de Contratos;2023;Setembro;0;;
Uberlândia;Diviso de Contratos;2023;Outubro;0;;
Uberlândia;Diviso de Contratos;2023;Novembro;0;;
Uberlândia;Diviso de Contratos;2023;Dezembro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Janeiro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Fevereiro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Março;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Abril;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Maio;12;;
Uberlândia;Diviso de Controle Acadêmico;2023;Junho;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Julho;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Agosto;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Setembro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Outubro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Novembro;0;;
Uberlândia;Diviso de Controle Acadêmico;2023;Dezembro;0;;
Uberlândia;Diviso de Execuço Física;2023;Janeiro;10;;
Uberlândia;Diviso de Execuço Física;2023;Fevereiro;20;;
Uberlândia;Diviso de Execuço Física;2023;Março;0;;
Uberlândia;Diviso de Execuço Física;2023;Abril;0;;
Uberlândia;Diviso de Execuço Física;2023;Maio;0;;
Uberlândia;Diviso de Execuço Física;2023;Junho;0;;
Uberlândia;Diviso de Execuço Física;2023;Julho;10;;
Uberlândia;Diviso de Execuço Física;2023;Agosto;10;;
Uberlândia;Diviso de Execuço Física;2023;Setembro;0;;
Uberlândia;Diviso de Execuço Física;2023;Outubro;10;;
Uberlândia;Diviso de Execuço Física;2023;Novembro;0;;
Uberlândia;Diviso de Execuço Física;2023;Dezembro;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Janeiro;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Fevereiro;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Março;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Abril;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Maio;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Junho;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Julho;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Agosto;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Setembro;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Outubro;0;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Novembro;5;;
Uberlândia;Diviso de Execuço Orçamentária;2023;Dezembro;0;;
Uberlândia;Diviso de Manutenço;2023;Janeiro;6;;
Uberlândia;Diviso de Manutenço;2023;Fevereiro;4;;
Uberlândia;Diviso de Manutenço;2023;Março;0;;
Uberlândia;Diviso de Manutenço;2023;Abril;0;;
Uberlândia;Diviso de Manutenço;2023;Maio;6;;
Uberlândia;Diviso de Manutenço;2023;Junho;0;;
Uberlândia;Diviso de Manutenço;2023;Julho;8;;
Uberlândia;Diviso de Manutenço;2023;Agosto;0;;
Uberlândia;Diviso de Manutenço;2023;Setembro;6;;
Uberlândia;Diviso de Manutenço;2023;Outubro;4;;
Uberlândia;Diviso de Manutenço;2023;Novembro;0;;
Uberlândia;Diviso de Manutenço;2023;Dezembro;6;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Janeiro;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Fevereiro;6;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Março;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Abril;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Maio;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Junho;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Julho;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Agosto;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Setembro;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Outubro;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Novembro;0;;
Uberlândia;Diviso de Movimentaço e Registro;2023;Dezembro;0;;
Uberlândia;Diviso de Patrimônio;2023;Janeiro;0;;
Uberlândia;Diviso de Patrimônio;2023;Fevereiro;6;;
Uberlândia;Diviso de Patrimônio;2023;Março;0;;
Uberlândia;Diviso de Patrimônio;2023;Abril;12;;
Uberlândia;Diviso de Patrimônio;2023;Maio;0;;
Uberlândia;Diviso de Patrimônio;2023;Junho;0;;
Uberlândia;Diviso de Patrimônio;2023;Julho;0;;
Uberlândia;Diviso de Patrimônio;2023;Agosto;0;;
Uberlândia;Diviso de Patrimônio;2023;Setembro;6;;
Uberlândia;Diviso de Patrimônio;2023;Outubro;0;;
Uberlândia;Diviso de Patrimônio;2023;Novembro;0;;
Uberlândia;Diviso de Patrimônio;2023;Dezembro;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Janeiro;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Fevereiro;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Março;3;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Abril;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Maio;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Junho;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Julho;2;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Agosto;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Setembro;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Outubro;0;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Novembro;2;;
Uberlândia;Diviso de Recursos Audiovisuais;2023;Dezembro;0;;
Uberlândia;Diviso de Registro;2023;Janeiro;0;;
Uberlândia;Diviso de Registro;2023;Fevereiro;2;;
Uberlândia;Diviso de Registro;2023;Março;0;;
Uberlândia;Diviso de Registro;2023;Abril;0;;
Uberlândia;Diviso de Registro;2023;Maio;2;;
Uberlândia;Diviso de Registro;2023;Junho;0;;
Uberlândia;Diviso de Registro;2023;Julho;0;;
Uberlândia;Diviso de Registro;2023;Agosto;2;;
Uberlândia;Diviso de Registro;2023;Setembro;0;;
Uberlândia;Diviso de Registro;2023;Outubro;0;;
Uberlândia;Diviso de Registro;2023;Novembro;0;;
Uberlândia;Diviso de Registro;2023;Dezembro;0;;
Uberlândia;Diviso de Serviços Gerais;2023;Janeiro;50;;
Uberlândia;Diviso de Serviços Gerais;2023;Fevereiro;240;;
Uberlândia;Diviso de Serviços Gerais;2023;Março;80;;
Uberlândia;Diviso de Serviços Gerais;2023;Abril;210;;
Uberlândia;Diviso de Serviços Gerais;2023;Maio;230;;
Uberlândia;Diviso de Serviços Gerais;2023;Junho;120;;
Uberlândia;Diviso de Serviços Gerais;2023;Julho;140;;
Uberlândia;Diviso de Serviços Gerais;2023;Agosto;0;;
Uberlândia;Diviso de Serviços Gerais;2023;Setembro;200;;
Uberlândia;Diviso de Serviços Gerais;2023;Outubro;330;;
Uberlândia;Diviso de Serviços Gerais;2023;Novembro;450;;
Uberlândia;Diviso de Serviços Gerais;2023;Dezembro;0;;
Uberlândia;Diviso de Transportes;2023;Janeiro;0;;
Uberlândia;Diviso de Transportes;2023;Fevereiro;0;;
Uberlândia;Diviso de Transportes;2023;Março;0;;
Uberlândia;Diviso de Transportes;2023;Abril;0;;
Uberlândia;Diviso de Transportes;2023;Maio;0;;
Uberlândia;Diviso de Transportes;2023;Junho;10;;
Uberlândia;Diviso de Transportes;2023;Julho;0;;
Uberlândia;Diviso de Transportes;2023;Agosto;0;;
Uberlândia;Diviso de Transportes;2023;Setembro;10;;
Uberlândia;Diviso de Transportes;2023;Outubro;0;;
Uberlândia;Diviso de Transportes;2023;Novembro;20;;
